0	1	2	3	4	5	6	7	8
95.94	58.0	165.0	1023.0	1023.0	0.0	389.0	0.0	389.0
95.96	57.0	166.0	1023.0	1023.0	0.0	389.0	0.0	389.0
95.98	60.0	174.0	1023.0	1023.0	0.0	373.0	0.0	373.0
96.0	54.0	160.0	1023.0	1023.0	0.0	410.0	0.0	410.0
96.02	61.0	175.0	1023.0	1023.0	0.0	373.0	0.0	373.0
96.04	57.0	165.0	1023.0	1023.0	0.0	384.0	0.0	384.0
96.06	57.0	162.0	1023.0	1023.0	0.0	387.0	0.0	387.0
96.08	59.0	170.0	1023.0	1023.0	0.0	355.0	0.0	355.0
96.1	56.0	158.0	1023.0	1023.0	0.0	424.0	0.0	424.0
96.12	61.0	173.0	1023.0	1023.0	0.0	355.0	0.0	355.0
96.14	59.0	167.0	1023.0	1023.0	0.0	393.0	0.0	393.0
96.16	58.0	166.0	1023.0	1023.0	0.0	364.0	0.0	364.0
96.18	62.0	175.0	1023.0	1023.0	0.0	359.0	0.0	359.0
96.2	56.0	159.0	1023.0	1023.0	0.0	392.0	0.0	392.0
96.22	61.0	175.0	1023.0	1023.0	0.0	361.0	0.0	361.0
96.24	59.0	168.0	1023.0	1023.0	0.0	365.0	0.0	365.0
96.26	60.0	170.0	1023.0	1023.0	0.0	379.0	0.0	379.0
96.28	60.0	173.0	1023.0	1023.0	0.0	350.0	0.0	350.0
96.3	57.0	160.0	1023.0	1023.0	0.0	396.0	0.0	396.0
96.32	64.0	181.0	1023.0	1023.0	0.0	331.0	0.0	331.0
96.34	60.0	170.0	1023.0	1023.0	0.0	368.0	0.0	368.0
96.36	60.0	167.0	1023.0	1023.0	0.0	359.0	0.0	359.0
96.38	63.0	173.0	1023.0	1023.0	0.0	336.0	0.0	336.0
96.4	58.0	161.0	1023.0	1023.0	0.0	359.0	0.0	359.0
96.42	66.0	181.0	1023.0	1023.0	0.0	310.0	0.0	310.0
96.44	61.0	168.0	1023.0	1023.0	0.0	333.0	0.0	333.0
96.46	65.0	176.0	1023.0	1023.0	0.0	313.0	0.0	313.0
96.48	67.0	183.0	1023.0	1023.0	0.0	273.0	0.0	273.0
96.5	63.0	171.0	1023.0	1023.0	0.0	293.0	0.0	293.0
96.52	68.0	185.0	1023.0	1023.0	0.0	240.0	0.0	240.0
96.54	67.0	178.0	1023.0	1023.0	0.0	250.0	0.0	250.0
96.56	67.0	180.0	1023.0	1023.0	0.0	236.0	0.0	236.0
96.58	70.0	187.0	1023.0	1023.0	0.0	230.0	0.0	230.0
96.6	68.0	182.0	1023.0	1023.0	0.0	245.0	0.0	245.0
96.62	71.0	193.0	1023.0	1023.0	0.0	273.0	0.0	273.0
96.64	69.0	189.0	1023.0	1023.0	0.0	299.0	0.0	299.0
96.66	70.0	195.0	1023.0	1023.0	0.0	329.0	0.0	329.0
96.68	68.0	196.0	1023.0	1023.0	0.0	324.0	0.0	324.0
96.7	67.0	194.0	1023.0	1023.0	0.0	366.0	0.0	366.0
96.72	67.0	196.0	1023.0	1023.0	0.0	356.0	0.0	356.0
96.74	64.0	193.0	1023.0	1023.0	0.0	379.0	0.0	379.0
96.76	64.0	196.0	1023.0	1023.0	0.0	360.0	0.0	360.0
96.78	64.0	195.0	1023.0	1023.0	0.0	400.0	0.0	400.0
96.8	64.0	195.0	1023.0	1023.0	0.0	378.0	0.0	378.0
96.82	64.0	195.0	1023.0	1023.0	0.0	396.0	0.0	396.0
96.84	63.0	196.0	1023.0	1023.0	0.0	372.0	0.0	372.0
96.86	63.0	195.0	1023.0	1023.0	0.0	393.0	0.0	393.0
96.88	63.0	197.0	1023.0	1023.0	0.0	375.0	0.0	375.0
96.9	63.0	194.0	1023.0	1023.0	0.0	395.0	0.0	395.0
96.92	64.0	196.0	1023.0	1023.0	0.0	366.0	0.0	366.0
96.94	64.0	194.0	1023.0	1023.0	0.0	393.0	0.0	393.0
96.96	66.0	196.0	1023.0	1023.0	0.0	353.0	0.0	353.0
96.98	67.0	195.0	1023.0	1023.0	0.0	345.0	0.0	345.0
97.0	68.0	195.0	1023.0	1023.0	0.0	330.0	0.0	330.0
97.02	70.0	194.0	1023.0	1023.0	0.0	309.0	0.0	309.0
97.04	70.0	196.0	1023.0	1023.0	0.0	291.0	0.0	291.0
97.06	71.0	193.0	1023.0	1023.0	0.0	287.0	0.0	287.0
97.08	71.0	193.0	1023.0	1023.0	0.0	259.0	0.0	259.0
97.1	73.0	192.0	1023.0	1023.0	0.0	245.0	0.0	245.0
97.12	72.0	192.0	1023.0	1023.0	0.0	221.0	0.0	221.0
97.14	73.0	193.0	1023.0	1023.0	0.0	251.0	0.0	251.0
97.16	72.0	194.0	1023.0	1023.0	0.0	271.0	0.0	271.0
97.18	72.0	193.0	1023.0	1023.0	0.0	281.0	0.0	281.0
97.2	72.0	196.0	1023.0	1023.0	0.0	283.0	0.0	283.0
97.22	72.0	195.0	1023.0	1023.0	0.0	304.0	0.0	304.0
97.24	71.0	197.0	1023.0	1023.0	0.0	295.0	0.0	295.0
97.26	70.0	196.0	1023.0	1023.0	0.0	315.0	0.0	315.0
97.28	70.0	198.0	1023.0	1023.0	0.0	298.0	0.0	298.0
97.3	69.0	196.0	1023.0	1023.0	0.0	316.0	0.0	316.0
97.32	68.0	198.0	1023.0	1023.0	0.0	302.0	0.0	302.0
97.34	67.0	196.0	1023.0	1023.0	0.0	296.0	0.0	296.0
97.36	66.0	198.0	1023.0	1023.0	0.0	271.0	0.0	271.0
97.38	65.0	196.0	1023.0	1023.0	0.0	268.0	0.0	268.0
97.4	64.0	198.0	1023.0	1023.0	0.0	260.0	0.0	260.0
97.42	64.0	196.0	1023.0	1023.0	0.0	270.0	0.0	270.0
97.44	62.0	198.0	1023.0	1023.0	0.0	263.0	0.0	263.0
97.46	62.0	195.0	1023.0	1023.0	0.0	266.0	0.0	266.0
97.48	62.0	197.0	1023.0	1023.0	0.0	270.0	0.0	270.0
97.5	62.0	196.0	1023.0	1023.0	0.0	298.0	0.0	298.0
97.52	62.0	197.0	1023.0	1023.0	0.0	295.0	0.0	295.0
97.54	63.0	196.0	1023.0	1023.0	0.0	300.0	0.0	300.0
97.56	64.0	198.0	1023.0	1023.0	0.0	311.0	0.0	311.0
97.58	64.0	195.0	1023.0	1023.0	0.0	315.0	0.0	315.0
97.6	64.0	197.0	1023.0	1023.0	0.0	326.0	0.0	326.0
97.62	64.0	195.0	1023.0	1023.0	0.0	329.0	0.0	329.0
97.64	65.0	197.0	1023.0	1023.0	0.0	339.0	0.0	339.0
97.66	65.0	196.0	1023.0	1023.0	0.0	360.0	0.0	360.0
97.68	66.0	196.0	1023.0	1023.0	0.0	326.0	0.0	326.0
97.7	66.0	195.0	1023.0	1023.0	0.0	336.0	0.0	336.0
97.72	67.0	196.0	1023.0	1023.0	0.0	319.0	0.0	319.0
97.74	67.0	194.0	1023.0	1023.0	0.0	320.0	0.0	320.0
97.76	67.0	195.0	1023.0	1023.0	0.0	283.0	0.0	283.0
97.78	67.0	192.0	1023.0	1023.0	0.0	262.0	0.0	262.0
97.8	67.0	194.0	1023.0	1023.0	0.0	267.0	0.0	267.0
97.82	67.0	190.0	1023.0	1023.0	0.0	232.0	0.0	232.0
97.84	67.0	192.0	1023.0	1023.0	0.0	243.0	0.0	243.0
97.86	67.0	188.0	1023.0	1023.0	0.0	220.0	0.0	220.0
97.88	67.0	189.0	1023.0	1023.0	0.0	198.0	0.0	198.0
97.9	67.0	185.0	1023.0	1023.0	0.0	182.0	0.0	182.0
97.92	66.0	187.0	1023.0	1023.0	0.0	179.0	0.0	179.0
97.94	67.0	183.0	1023.0	1023.0	0.0	163.0	0.0	163.0
97.96	67.0	183.0	1023.0	1023.0	0.0	156.0	0.0	156.0
97.98	67.0	180.0	1023.0	1023.0	0.0	140.0	0.0	140.0
98.0	67.0	181.0	1023.0	1023.0	0.0	139.0	0.0	139.0
98.02	67.0	177.0	1023.0	1023.0	0.0	123.0	0.0	123.0
98.04	67.0	178.0	1023.0	1023.0	0.0	124.0	0.0	124.0
98.06	68.0	175.0	1023.0	1023.0	0.0	120.0	0.0	120.0
98.08	67.0	177.0	1023.0	1023.0	0.0	120.0	0.0	120.0
98.1	67.0	175.0	1023.0	1023.0	0.0	116.0	0.0	116.0
98.12	68.0	176.0	1023.0	1023.0	0.0	127.0	0.0	127.0
98.14	68.0	174.0	1023.0	1023.0	0.0	114.0	0.0	114.0
98.16	69.0	176.0	1023.0	1023.0	0.0	124.0	0.0	124.0
98.18	68.0	174.0	1023.0	1023.0	0.0	118.0	0.0	118.0
98.2	69.0	176.0	1023.0	1023.0	0.0	116.0	0.0	116.0
98.22	68.0	173.0	1023.0	1023.0	0.0	118.0	0.0	118.0
98.24	69.0	177.0	1023.0	1023.0	0.0	115.0	0.0	115.0
98.26	69.0	175.0	1023.0	1023.0	0.0	112.0	0.0	112.0
98.28	70.0	179.0	1023.0	1023.0	0.0	120.0	0.0	120.0
98.3	69.0	185.0	1023.0	1023.0	0.0	175.0	0.0	175.0
98.32	69.0	193.0	1023.0	1023.0	0.0	238.0	0.0	238.0
98.34	68.0	193.0	1023.0	1023.0	0.0	289.0	0.0	289.0
98.36	67.0	195.0	1023.0	1023.0	0.0	307.0	0.0	307.0
98.38	65.0	195.0	1023.0	1023.0	0.0	344.0	0.0	344.0
98.4	64.0	196.0	1023.0	1023.0	0.0	342.0	0.0	342.0
98.42	63.0	195.0	1023.0	1023.0	0.0	359.0	0.0	359.0
98.44	63.0	198.0	1023.0	1023.0	0.0	328.0	0.0	328.0
98.46	62.0	196.0	1023.0	1023.0	0.0	326.0	0.0	326.0
98.48	62.0	197.0	1023.0	1023.0	0.0	302.0	0.0	302.0
98.5	62.0	196.0	1023.0	1023.0	0.0	312.0	0.0	312.0
98.52	62.0	198.0	1023.0	1023.0	0.0	299.0	0.0	299.0
98.54	61.0	196.0	1023.0	1023.0	0.0	293.0	0.0	293.0
98.56	61.0	198.0	1023.0	1023.0	0.0	287.0	0.0	287.0
98.58	60.0	196.0	1023.0	1023.0	0.0	272.0	0.0	272.0
98.6	60.0	200.0	1023.0	1023.0	0.0	217.0	0.0	217.0
98.62	61.0	196.0	1023.0	1023.0	0.0	286.0	0.0	286.0
98.64	59.0	199.0	1023.0	1023.0	0.0	238.0	0.0	238.0
98.66	59.0	199.0	1023.0	1023.0	0.0	207.0	0.0	207.0
98.68	58.0	201.0	1023.0	1023.0	0.0	198.0	0.0	198.0
98.7	58.0	200.0	1023.0	1023.0	0.0	205.0	0.0	205.0
98.72	57.0	201.0	1023.0	1023.0	0.0	207.0	0.0	207.0
98.74	57.0	199.0	1023.0	1023.0	0.0	213.0	0.0	213.0
98.76	56.0	201.0	1023.0	1023.0	0.0	209.0	0.0	209.0
98.78	56.0	199.0	1023.0	1023.0	0.0	220.0	0.0	220.0
98.8	55.0	201.0	1023.0	1023.0	0.0	216.0	0.0	216.0
98.82	54.0	199.0	1023.0	1023.0	0.0	218.0	0.0	218.0
98.84	54.0	200.0	1023.0	1023.0	0.0	222.0	0.0	222.0
98.86	55.0	198.0	1023.0	1023.0	0.0	254.0	0.0	254.0
98.88	56.0	197.0	1023.0	1023.0	0.0	328.0	0.0	328.0
98.9	57.0	198.0	1023.0	1023.0	0.0	281.0	0.0	281.0
98.92	58.0	197.0	1023.0	1023.0	0.0	361.0	0.0	361.0
98.94	59.0	195.0	1023.0	1023.0	0.0	385.0	0.0	385.0
98.96	61.0	196.0	1023.0	1023.0	0.0	367.0	0.0	367.0
98.98	62.0	195.0	1023.0	1023.0	0.0	382.0	0.0	382.0
99.0	63.0	196.0	1023.0	1023.0	0.0	355.0	0.0	355.0
